"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_name","Pathogen"
"ENSG00000240505",0.339029368691504,-0.236830710927935,12.1539165540628,1.03678195732779e-31,1.50602947121435e-28,61.1443493963325,"TNFRSF13B","EBV"
"ENSG00000239951",0.422796615074773,1.24634254164982,12.1403076871796,1.19788851006089e-31,1.63129954660729e-28,61.0203475971314,"IGKV3-20","EBV"
"ENSG00000211662",0.463650146505568,-1.78928084496351,12.1235389905962,1.43019222145363e-31,1.83308578313254e-28,60.7603761936411,"IGLV3-21","EBV"
"ENSG00000115884",0.468452085418436,-0.648579788706092,12.0946819033467,1.94037967995083e-31,2.26020366343076e-28,60.530057831121,"SDC1","EBV"
"ENSG00000211640",0.439342241384747,-0.748336520825229,12.0932018675896,1.97089676466036e-31,2.26020366343076e-28,60.5068650876673,"IGLV6-57","EBV"
"ENSG00000211653",0.431155306610937,0.175871119679142,12.0099078897798,4.73977751506692e-31,5.16375061378965e-28,59.6621671899227,"IGLV1-40","EBV"
"ENSG00000290698",0.303873421522462,-2.35560748020262,11.9676214975896,7.3837195902358e-31,7.31290300689308e-28,59.0325957151299,"ENSG00000290698","EBV"
"ENSG00000211896",0.57277703796078,5.62080215438711,11.9714994352822,7.1008943717209e-31,7.31290300689308e-28,59.2322591161037,"IGHG1","EBV"
"ENSG00000170456",0.255422464831463,1.92672972781738,11.8725053536319,1.99619980352327e-30,1.82155369366974e-27,58.2413060496639,"DENND5B","EBV"
"ENSG00000211679",0.438566096960343,2.78868791273934,11.8689457890311,2.07386915293974e-30,1.82155369366974e-27,58.1828993216937,"IGLC3","EBV"
"ENSG00000211897",0.439458322136572,3.13352522231364,11.8682024197065,2.08999230537168e-30,1.82155369366974e-27,58.1685828431582,"IGHG3","EBV"
"ENSG00000211673",0.428425570637307,-0.43552128558884,11.797153948761,4.36947962932047e-30,3.66179198627938e-27,57.4647563075637,"IGLV3-1","EBV"
"ENSG00000211966",0.37686471741805,-0.415343287694258,11.7574630614081,6.5917949288267e-30,5.31957850756315e-27,57.0568894407542,"IGHV5-51","EBV"
"ENSG00000211895",0.523023879639775,6.63745093509171,11.6902414775119,1.32092374373952e-29,1.0279145518693e-26,56.3464176877475,"IGHA1","EBV"
"ENSG00000211592",0.486836704434195,6.83951476869776,11.6036455481082,3.21584575949036e-29,2.41620907770812e-26,55.4672694252513,"IGKC","EBV"
"ENSG00000244437",0.415376404793123,0.377253052921081,11.5721139168328,4.4366301586429e-29,3.22232448422234e-26,55.19007181255,"IGKV3-15","EBV"
"ENSG00000178445",0.330000801558017,0.0656225304988607,11.5604426119417,4.99872540509741e-29,3.51345896295701e-26,55.0689299982435,"GLDC","EBV"
"ENSG00000244575",0.387980673475027,-2.30733713766764,11.5537010109601,5.35514922573879e-29,3.6463545774882e-26,54.8860587177926,"IGKV1-27","EBV"
"ENSG00000211593",0.324187461325619,-1.17590751426684,11.477238944977,1.16714670756262e-28,7.70635139729757e-26,54.198421184835,"IGKJ5","EBV"
"ENSG00000211892",0.456497662947361,0.796744356029307,11.4542263438587,1.47585873110901e-28,9.45808408592182e-26,54.001534142845,"IGHG4","EBV"
"ENSG00000211668",0.396702663033541,-0.313104296903932,11.4493931291877,1.54857327587838e-28,9.64053231660401e-26,53.9540101261671,"IGLV2-11","EBV"
"ENSG00000169116",0.304378122424987,-0.25416942501475,11.4012530284329,2.52183241246333e-28,1.52633906764343e-25,53.468628332859,"PARM1","EBV"
"ENSG00000211937",0.411361877982095,-1.73411524692308,11.3712904214206,3.41346626202027e-28,2.01016260495026e-25,53.1215249662741,"IGHV2-5","EBV"
"ENSG00000237111",0.322407288292608,-1.40057996535604,11.297942168325,7.14436985542574e-28,4.09654407315451e-25,52.4134518444439,"IGHJ3P","EBV"
"ENSG00000226777",0.245729819512245,2.82979041749031,11.266976773194,9.74799925246785e-28,5.44613219774415e-25,52.1093754220546,"FAM30A","EBV"
"ENSG00000211941",0.372747851207412,-2.0548343201422,11.2322628104138,1.37998108152497e-27,7.5171019463369e-25,51.7237060906789,"IGHV3-11","EBV"
"ENSG00000211900",0.316102106447331,-0.88814896992429,11.2233548736696,1.50852968402746e-27,8.01691543543277e-25,51.7002369056957,"IGHJ6","EBV"
"ENSG00000142675",0.270539216928565,-1.45358618778902,11.159465579057,2.85193923078176e-27,1.47954533094056e-24,51.0396856668469,"CNKSR1","EBV"
"ENSG00000240864",0.385417072906204,-1.7261127838362,11.1497992154187,3.14100993970351e-27,1.59161547851627e-24,50.9445976335405,"IGKV1-16","EBV"
"ENSG00000211938",0.402477005660469,-0.588973275585123,11.1397625611565,3.4706291453776e-27,1.71867132837801e-24,50.8924745026532,"IGHV3-7","EBV"
"ENSG00000211598",0.390405826415081,1.23360393779215,11.1226483630103,4.11453444039633e-27,1.95092953237729e-24,50.7168608091506,"IGKV4-1","EBV"
"ENSG00000132465",0.447389997103348,4.2449594616386,11.1226133339747,4.11871855015629e-27,1.95092953237729e-24,50.6627031846903,"JCHAIN","EBV"
"ENSG00000211890",0.439368790595002,4.13395427021049,11.0525801663086,8.24114389321983e-27,3.82055924019929e-24,49.97754808912,"IGHA2","EBV"
"ENSG00000211959",0.376994161107099,-0.403412720297729,11.0163465169722,1.17736496004903e-26,5.34450106552256e-24,49.6919217067333,"IGHV4-39","EBV"
"ENSG00000211659",0.421297214291722,-0.994246174536114,10.959097466166,2.06762872252971e-26,9.1941963745306e-24,49.13257355796,"IGLV3-25","EBV"
"ENSG00000211648",0.392268245230686,-0.207556206171096,10.9545297691943,2.16243712323803e-26,9.4234684956467e-24,49.0968504900106,"IGLV1-47","EBV"
"ENSG00000211965",0.368803747420515,-2.08880904088866,10.9208557452714,3.00812920135654e-26,1.28517896408545e-23,48.702067760645,"IGHV3-49","EBV"
"ENSG00000099958",0.313765847144408,-0.942833643088329,10.8759724459857,4.66492707584563e-26,1.95469415491539e-23,48.3278450163756,"DERL3","EBV"
"ENSG00000123989",0.262469203386412,0.542057216730604,10.7655055861596,1.36541584928895e-25,5.61340489436922e-23,47.2828810620736,"CHPF","EBV"
"ENSG00000243238",0.403094951556308,-0.550815272150746,10.7095752272962,2.34435868288169e-25,9.45948728542763e-23,46.7530335109372,"IGKV2-30","EBV"
"ENSG00000242534",0.352663965677997,-1.81277254544477,10.6768641615589,3.21282984388348e-25,1.27280635397049e-22,46.4053307461297,"IGKV2D-28","EBV"
"ENSG00000088340",0.300234672498685,-0.791856557735342,10.6391768973997,4.61500153767671e-25,1.79564765186496e-22,46.0849658942485,"FER1L4","EBV"
"ENSG00000135916",0.274173954621844,3.28470606506567,10.5999454460688,6.72116295183801e-25,2.56925297469471e-22,45.640853351774,"ITM2C","EBV"
"ENSG00000211663",0.366731582571878,-0.505921767939276,10.5877230859842,7.55467774728009e-25,2.83808402474976e-22,45.6033231430944,"IGLV3-19","EBV"
"ENSG00000143297",0.294094207264171,2.13410873581458,10.5773609463463,8.34112539684806e-25,3.08042002155801e-22,45.4612158074401,"FCRL5","EBV"
"ENSG00000224373",0.370153566067265,-0.344092137951058,10.5751569913038,8.51859756439267e-25,3.0935287055092e-22,45.4856970844904,"IGHV4-59","EBV"
"ENSG00000048462",0.268100755142396,0.487149639498079,10.5210464836355,1.42689196657128e-24,5.09681132124943e-22,44.9748607746535,"TNFRSF17","EBV"
"ENSG00000211893",0.462162050787579,5.14747999430015,10.5045205755297,1.67083239871083e-24,5.8718979250823e-22,44.7296833690585,"IGHG2","EBV"
"ENSG00000285417",0.276620044744516,-0.157476447893432,10.4856567949752,1.99722003270177e-24,6.90752814167285e-22,44.6486947923371,"ENSG00000285417","EBV"
"ENSG00000242472",0.293337847601315,-1.10035010071691,10.4269557406371,3.48186037648999e-24,1.18541024598969e-21,44.0951392417284,"IGHJ5","EBV"
"ENSG00000254709",0.340224829775188,-1.66640387290408,10.3586859238327,6.62547071039162e-24,2.22095971244189e-21,43.4505227596654,"IGLL5","EBV"
"ENSG00000211949",0.347603241273997,0.564954395628061,10.3560158002037,6.79384385102329e-24,2.22952990964745e-21,43.4343907155248,"IGHV3-23","EBV"
"ENSG00000286848",0.316121794768402,-2.27385956009661,10.3550474763758,6.85568424188256e-24,2.22952990964745e-21,43.3759576953594,"ENSG00000286848","EBV"
"ENSG00000211669",0.375848063386718,-2.34015731230739,10.2908676382419,1.25128034435244e-23,4.00943344457284e-21,42.8004664309049,"IGLV3-10","EBV"
"ENSG00000290027",0.240716506669691,-1.73253001548522,10.2356192513559,2.0948070083114e-23,6.6150362179851e-21,42.3099901230534,"ENSG00000290027","EBV"
"ENSG00000183010",0.260852385312118,-1.54451862461915,10.2286188778987,2.23587470530402e-23,6.95963913626703e-21,42.2609678775046,"PYCR1","EBV"
"ENSG00000145103",0.192142735328523,-1.55000648346568,10.1652313387513,4.02753360802853e-23,1.23599901106104e-20,41.679040542623,"ILDR1","EBV"
"ENSG00000290104",0.268570158924619,-0.518934591120262,10.1383312823523,5.16703371974726e-23,1.56367357943852e-20,41.4553906962525,"ENSG00000290104","EBV"
"ENSG00000244116",0.322944094960373,-2.24243982756846,10.0799520706539,8.85196224830672e-23,2.64212884148432e-20,40.885514014676,"IGKV2-28","EBV"
"ENSG00000288730",0.275068516625987,-1.55285847382491,10.0617293296495,1.04643682083384e-22,3.08119079583087e-20,40.7476951171797,"ENSG00000288730","EBV"
"ENSG00000133328",0.289708881432054,-2.51782083605045,10.0572290532279,1.09054379962945e-22,3.16824784668348e-20,40.6430377338995,"PLAAT2","EBV"
"ENSG00000132464",0.261614666390015,-1.97024678250034,10.0411575754296,1.26387963455933e-22,3.62350965229123e-20,40.5426872950147,"ENAM","EBV"
"ENSG00000211899",0.390023035745248,5.99663564310389,10.0231810236033,1.49151409221789e-22,4.16648725068406e-20,40.2952106869653,"IGHM","EBV"
"ENSG00000244620",0.264502075521859,-2.49739546998058,10.0230974017498,1.4914160183772e-22,4.16648725068406e-20,40.340288087368,"ENSG00000244620","EBV"
"ENSG00000150967",0.204108522913197,-0.198131996597565,10.0031850935707,1.78955923689254e-22,4.88044270599471e-20,40.2367423079759,"ABCB9","EBV"
"ENSG00000211685",0.364413340045082,-2.82807301905338,10.0030697598476,1.79189231483582e-22,4.88044270599471e-20,40.1721285067105,"IGLC7","EBV"
"ENSG00000243290",0.356046093000441,-1.88544323834251,9.99902919710049,1.85933133108031e-22,5.00160128060603e-20,40.1783244939402,"IGKV1-12","EBV"
"ENSG00000211666",0.344256625146784,0.0815616678956036,9.99036694970894,2.01250448444685e-22,5.34761709897713e-20,40.114341257444,"IGLV2-14","EBV"
"ENSG00000011590",0.1743896821856,0.668435249826543,9.97051842219022,2.41167772725653e-22,6.33108987942078e-20,39.933100666103,"ZBTB32","EBV"
"ENSG00000101194",0.177494217162736,1.60959998589158,9.9394159114194,3.20166480830999e-22,8.30488982241266e-20,39.6304557516765,"SLC17A9","EBV"
"ENSG00000187510",0.196391573239251,-1.9282912481339,9.86372488222227,6.36165105322455e-22,1.63075311527894e-19,38.9625364009612,"PLEKHG7","EBV"
"ENSG00000211947",0.336267759936771,-0.430221357413507,9.85757497326054,6.72698667012581e-22,1.70435247157409e-19,38.9368432703064,"IGHV3-21","EBV"
"ENSG00000237989",0.244413520396233,-2.24247407123619,9.80655387870684,1.06561094975007e-21,2.66880425104646e-19,38.4468006308549,"LINC01679","EBV"
"ENSG00000211950",0.338437385840254,-2.77987291785292,9.78664511797921,1.27487668884668e-21,3.15662365605457e-19,38.2469805525825,"IGHV1-24","EBV"
"ENSG00000143603",0.234662930767266,-0.214042320965537,9.75744766077992,1.65683997783295e-21,4.05627935696652e-19,38.0521788742924,"KCNN3","EBV"
"ENSG00000240382",0.385627202724304,-2.41678947350327,9.75577271238752,1.6819579896841e-21,4.07202029302521e-19,38.0129801557703,"IGKV1-17","EBV"
"ENSG00000211943",0.345722861407878,-1.01784206321044,9.6901689997766,3.02372236905418e-21,7.23998754937599e-19,37.4673640007888,"IGHV3-15","EBV"
"ENSG00000078900",0.204606416474081,-0.590570010724935,9.67690744232305,3.40229132415356e-21,8.05788322412848e-19,37.3510865576826,"TP73","EBV"
"ENSG00000167861",0.254707779592992,-1.14071810228885,9.65570910867528,4.10905367925033e-21,9.62711512012747e-19,37.1658337084201,"HID1","EBV"
"ENSG00000137265",0.219022576271736,3.95037736871883,9.65401338114708,4.17194654768488e-21,9.67048333271338e-19,37.0100515804538,"IRF4","EBV"
"ENSG00000211962",0.30737635931766,-1.81385371321649,9.62357585528148,5.46639852123569e-21,1.25376165662321e-18,36.8759503484009,"IGHV1-46","EBV"
"ENSG00000211964",0.357727323817624,-1.70058960718211,9.61306638770689,6.00005330515639e-21,1.36182459860471e-18,36.7907355855504,"IGHV3-48","EBV"
"ENSG00000130702",0.202595069474163,0.712662828107787,9.48945664414454,1.78326727581949e-20,4.00573305905472e-18,35.7056621826765,"LAMA5","EBV"
"ENSG00000111291",0.269045134720885,-1.61485545800359,9.42499686462179,3.13365510006516e-20,6.96726642605303e-18,35.175289739565,"GPRC5D","EBV"
"ENSG00000144645",0.213773737839602,1.80435122239797,9.31039144007679,8.47050340615472e-20,1.85482681450241e-17,34.1362355988232,"OSBPL10","EBV"
"ENSG00000169031",0.184035699563052,-0.387502194712716,9.30979417502206,8.51267526964252e-20,1.85482681450241e-17,34.1972129262085,"COL4A3","EBV"
"ENSG00000223350",0.325371305026545,-2.62460478873825,9.26226581679349,1.28225247440841e-19,2.7662375410777e-17,33.7684775664764,"IGLV9-49","EBV"
"ENSG00000067177",0.202773067007773,-2.27649215077141,9.17314533471657,2.75002803484233e-19,5.87454518148818e-17,33.0307794877858,"PHKA1","EBV"
"ENSG00000211955",0.360401312535189,-0.774833553474328,9.1511391984361,3.31783077654139e-19,7.01866163010294e-17,32.8644732913555,"IGHV3-33","EBV"
"ENSG00000224650",0.311789094281322,-0.968400039594964,9.13518557532691,3.80009630375396e-19,7.9615671502399e-17,32.7371208556414,"IGHV3-74","EBV"
"ENSG00000095585",0.202791621442231,1.34123401963123,9.12047084357833,4.3060930762759e-19,8.93575828942624e-17,32.5574693432725,"BLNK","EBV"
"ENSG00000211649",0.340005350956059,-1.78533842980293,9.07567439097848,6.29383850963551e-19,1.29374006874008e-16,32.2472731900687,"IGLV7-46","EBV"
"ENSG00000198794",0.227252896701978,-1.09646682482582,9.0551684810932,7.48294750348903e-19,1.52379386124787e-16,32.0782721638774,"SCAMP5","EBV"
"ENSG00000234184",0.247071372829983,-2.14528855137411,9.02598841233578,9.5694758168903e-19,1.93064174605762e-16,31.8255003067373,"LINC01781","EBV"
"ENSG00000258168",0.249928791450229,-2.58941641929643,8.98048615614584,1.40245037754783e-18,2.80348543820088e-16,31.4366158727734,"ENSG00000258168","EBV"
"ENSG00000241294",0.344735173774124,-1.58263303761299,8.93254916146218,2.09456669114107e-18,4.14895578484298e-16,31.0739954805295,"IGKV2-24","EBV"
"ENSG00000211956",0.289299421026427,-0.579062900629909,8.89447760913801,2.87637497860452e-18,5.64624634313639e-16,30.7523981497712,"IGHV4-34","EBV"
"ENSG00000168081",0.194454050003319,-1.18320440595212,8.8590280545599,3.86016209283834e-18,7.50973855721916e-16,30.4770787042482,"PNOC","EBV"
"ENSG00000211595",0.252928302991008,-2.26800801718417,8.83280876898439,4.79601293982528e-18,9.24781645538523e-16,30.2573608674785,"IGKJ3","EBV"
"ENSG00000136010",0.182142540771523,-0.152490578871931,8.81877351206437,5.38581157542689e-18,1.02939867032436e-15,30.1312933801226,"ALDH1L2","EBV"
"ENSG00000211664",0.302362492586087,-3.02820515046303,8.81491483592432,5.56088843966519e-18,1.05361911488578e-15,30.0827200169295,"IGLV2-18","EBV"
"ENSG00000079931",0.21427669994365,-2.13237418720224,8.76829632763626,8.16320203973701e-18,1.53334490727439e-15,29.7429536018579,"MOXD1","EBV"
"ENSG00000110660",0.184838010896741,0.182942695637952,8.72053055098797,1.20775437278057e-17,2.2492102588475e-15,29.3343271711713,"SLC35F2","EBV"
"ENSG00000237352",0.191124542092732,-2.12456042452624,8.62391373440444,2.65292103443191e-17,4.89868613722347e-15,28.5945015212894,"LINC01358","EBV"
"ENSG00000189233",0.204570954608007,1.12877468433386,8.6079602724625,3.01933384332897e-17,5.52842563968866e-15,28.3956572280723,"NUGGC","EBV"
"ENSG00000211891",0.283710203479246,-1.4437099320631,8.60371149102908,3.12495625900283e-17,5.67413932728439e-15,28.4377791379582,"IGHE","EBV"
"ENSG00000136237",0.236786646988762,-1.16626567065556,8.54875113856198,4.86917469022297e-17,8.76813614258415e-15,28.0023483457775,"RAPGEF5","EBV"
"ENSG00000197705",0.273338780446145,-0.0760282980717195,8.52526713465634,5.88088807738103e-17,1.05031696982012e-14,27.7889385436378,"KLHL14","EBV"
"ENSG00000232216",0.277806646330122,-2.61435587513427,8.50007471139948,7.19741296786163e-17,1.27499537525802e-14,27.6168476019921,"IGHV3-43","EBV"
"ENSG00000211967",0.276609912481473,-2.80053274508071,8.44007150759271,1.16217994411934e-16,2.04215635503356e-14,27.1483224627076,"IGHV3-53","EBV"
"ENSG00000182985",0.220551346130107,-0.530790691754559,8.43712799016703,1.18980813411784e-16,2.07397835474348e-14,27.116383340136,"CADM1","EBV"
"ENSG00000255733",0.207766735868705,0.559917319246317,8.39900038013006,1.61079122141039e-16,2.78551824788182e-14,26.7828217249735,"IFNG-AS1","EBV"
"ENSG00000116649",0.145726855636502,2.59708376972795,8.37577203094618,1.93593469536859e-16,3.3214237068808e-14,26.5055096523118,"SRM","EBV"
"ENSG00000232490",0.233695876527488,-2.52769237178817,8.33946179475868,2.57887271261838e-16,4.38992636994077e-14,26.3764830724942,"OSBPL10-AS1","EBV"
"ENSG00000166598",0.146778823354246,6.35381826642522,8.25332773037663,5.07102387202889e-16,8.56531311221996e-14,25.4701693944362,"HSP90B1","EBV"
"ENSG00000264781",0.248287439614292,-1.37637533297762,8.19445134187135,8.02265615539723e-16,1.34465888438423e-13,25.2725791701926,"MIR4537","EBV"
"ENSG00000211642",0.319399892713933,-2.96363606343397,8.15981625959281,1.04943078918605e-15,1.74549980653244e-13,25.0147277731288,"IGLV10-54","EBV"
"ENSG00000092621",0.195188716044073,0.179674686000922,8.13218998825152,1.29923758606592e-15,2.14462786081746e-13,24.7500021779009,"PHGDH","EBV"
"ENSG00000211637",0.28322658099478,-2.22068385989773,8.06390629288012,2.19665861652947e-15,3.59872139816245e-13,24.3059482778202,"IGLV4-69","EBV"
"ENSG00000211652",0.269834022690628,-2.90508978674978,8.04382360203665,2.5616326126144e-15,4.13447503675964e-13,24.1501650164859,"IGLV7-43","EBV"
"ENSG00000243466",0.268836750956677,-1.04180219647771,8.0444058733995,2.55033844282632e-15,4.13447503675964e-13,24.1375208227889,"IGKV1-5","EBV"
"ENSG00000116985",0.137084327662683,0.986337250461041,8.02791140466691,2.89259753228765e-15,4.63432409051585e-13,23.9484093840578,"BMP8B","EBV"
"ENSG00000162733",0.18974356384242,-1.55897944013145,8.01710477746329,3.14122440691845e-15,4.99592252571869e-13,23.9538962421381,"DDR2","EBV"
"ENSG00000123352",0.109212989645317,2.11439564507452,7.95492606976476,5.03910639054156e-15,7.95631080750072e-13,23.3456793770442,"SPATS2","EBV"
"ENSG00000241755",0.303416822493894,-2.45259809198602,7.89665772477365,7.82556144615043e-15,1.22669898093649e-12,23.0746513523133,"IGKV1-9","EBV"
"ENSG00000211976",0.284021599173703,-2.42664419067201,7.85523441691332,1.06820943113571e-14,1.66251537821542e-12,22.7730495816816,"IGHV3-73","EBV"
"ENSG00000270550",0.260482338415997,-2.30715835990587,7.81934632677703,1.39717581593949e-14,2.15908254280181e-12,22.5131667517066,"IGHV3-30","EBV"
"ENSG00000165272",0.174481182016999,2.62222378600669,7.81664470138007,1.42563992896371e-14,2.18755411353452e-12,22.2879744547543,"AQP3","EBV"
"ENSG00000109501",0.191004253163752,-0.509049618363501,7.80568311659635,1.54699081993434e-14,2.35715964863982e-12,22.3682563072698,"WFS1","EBV"
"ENSG00000282122",0.326921781709987,-2.71380994639357,7.77461261088641,1.94961251251513e-14,2.95000743299945e-12,22.1903657799378,"IGHV7-4-1","EBV"
"ENSG00000165409",0.145426033582101,0.333836895776559,7.76635441823418,2.07272453364847e-14,3.11466171473562e-12,22.0463882284155,"TSHR","EBV"
"ENSG00000211945",0.270361158301447,-1.26546939735768,7.74838411951233,2.36842398299165e-14,3.5346294633839e-12,21.978172240482,"IGHV1-18","EBV"
"ENSG00000155660",0.126122953565803,5.0110739018952,7.56869393185414,8.84886749366565e-14,1.31161886952028e-11,20.3966142600914,"PDIA4","EBV"
"ENSG00000094804",0.117006813586108,1.52965311066462,7.55736120793332,9.60654821234113e-14,1.41430458782906e-11,20.4913468167944,"CDC6","EBV"
"ENSG00000166562",0.132792782264425,2.54481906929349,7.55501306232764,9.77152471909998e-14,1.42893793358704e-11,20.4106438761358,"SEC11C","EBV"
"ENSG00000188848",0.174203769806777,0.0627663695169537,7.5479705571448,1.02833589871965e-13,1.49376072648016e-11,20.4985222537816,"BEND4","EBV"
"ENSG00000270164",0.158763785412557,-0.182570679908946,7.54167436272754,1.07629752041416e-13,1.55307593856319e-11,20.4665224995252,"LINC01480","EBV"
"ENSG00000173540",0.0800284126146952,2.43711566481571,7.51613404454212,1.29454586284969e-13,1.85571446089683e-11,20.1521564281994,"GMPPB","EBV"
"ENSG00000153253",0.213187233945652,-0.496141601090857,7.51178743568241,1.33591079569811e-13,1.90249413905008e-11,20.2694903823558,"SCN3A","EBV"
"ENSG00000127329",0.194574062527675,-1.5526232064493,7.48801688851451,1.58534328569539e-13,2.24305486052058e-11,20.1441864106475,"PTPRB","EBV"
"ENSG00000065308",0.109803306870057,3.95969198081314,7.4850117412872,1.61999110725754e-13,2.27728943458287e-11,19.8367506569259,"TRAM2","EBV"
"ENSG00000275993",0.213369170311547,0.175517163420583,7.48387939680033,1.6333753375049e-13,2.28138559159579e-11,20.0411495977933,"ENSG00000275993","EBV"
"ENSG00000253998",0.26833640534691,-3.0172511491075,7.48153923373999,1.66109471743045e-13,2.30532438204409e-11,20.1186502846405,"IGKV2-29","EBV"
"ENSG00000225698",0.274509567985531,-2.68207637597798,7.44650482472537,2.13586485888542e-13,2.94546578545914e-11,19.8762133620594,"IGHV3-72","EBV"
"ENSG00000253364",0.203916540462194,-2.41482168080202,7.43607754299957,2.30116909610758e-13,3.15347002736403e-11,19.8035927906175,"COPDA1","EBV"
"ENSG00000147535",0.0770169502172286,2.90946519567006,7.43199078248498,2.36941151373208e-13,3.22669421704426e-11,19.5312120452326,"PLPP5","EBV"
"ENSG00000105369",0.186789020209414,3.00381329472783,7.41565963483689,2.66277386998178e-13,3.60367576726913e-11,19.3977160141843,"CD79A","EBV"
"ENSG00000144724",0.220886294605846,-2.11375565216883,7.40908299896083,2.79048727888314e-13,3.73387463164212e-11,19.6101335592106,"PTPRG","EBV"
"ENSG00000177455",0.179921380721708,0.738963930989753,7.40895306997229,2.79325147991034e-13,3.73387463164212e-11,19.4893161946204,"CD19","EBV"
"ENSG00000166123",0.119038420957798,0.25658242314717,7.36539997216495,3.8071758362882e-13,5.05820453029777e-11,19.2191288120237,"GPT2","EBV"
"ENSG00000142798",0.170810567799118,0.566628222555475,7.36050156161963,3.94207357581826e-13,5.20568734203055e-11,19.1616696652377,"HSPG2","EBV"
"ENSG00000083454",0.132791570925466,1.75071188012708,7.34185013598429,4.49842423862553e-13,5.90458829731396e-11,18.9676440818426,"P2RX5","EBV"
"ENSG00000076554",0.149925009155247,1.40532625133649,7.313617802568,5.49122068731153e-13,7.16456332669646e-11,18.798521813912,"TPD52","EBV"
"ENSG00000139193",0.158886952914013,1.34555632303305,7.30448301008429,5.85671693693927e-13,7.59595269874819e-11,18.7348911685285,"CD27","EBV"
"ENSG00000186603",0.135266969005066,-1.17550805501572,7.29962529267012,6.06006201357545e-13,7.81317699489914e-11,18.8308865102134,"HPDL","EBV"
"ENSG00000105173",0.154208157163682,-0.3279322635143,7.28108036780188,6.90419786826976e-13,8.84915102068999e-11,18.659029725866,"CCNE1","EBV"
"ENSG00000281344",0.150961472574078,1.12322003130588,7.27943893314718,6.98436641713667e-13,8.89955320836204e-11,18.5712330708059,"HELLPAR","EBV"
"ENSG00000123096",0.157578545046745,-0.874628006392391,7.26010433138799,7.99879471472384e-13,1.01328917464603e-10,18.5476296801291,"SSPN","EBV"
"ENSG00000265612",0.217099560487346,-2.00716270936642,7.22806112029096,1.00086663638604e-12,1.26057127978124e-10,18.3688609488628,"MIR4539","EBV"
"ENSG00000100219",0.128276443641614,5.76372350936621,7.21088657270203,1.1282173573337e-12,1.41280045970943e-10,17.9018227540846,"XBP1","EBV"
"ENSG00000273983",0.190080449320877,2.99687858133927,7.20892714810208,1.14372053925059e-12,1.42403010455606e-10,17.9544892477359,"H3C8","EBV"
"ENSG00000119333",0.113241766700103,0.991250450519084,7.20736629892855,1.15613602310725e-12,1.43130953451613e-10,18.0937996631584,"DYNC2I2","EBV"
"ENSG00000062524",0.169492474184691,-0.368998323631398,7.20611309168125,1.16626809886012e-12,1.43569579695272e-10,18.1607549740699,"LTK","EBV"
"ENSG00000236521",0.197509848197153,-2.02395917703426,7.12286038617531,2.07618196103609e-12,2.541456671293e-10,17.6683512429649,"NPAP1P4","EBV"
"ENSG00000151729",0.137429706917412,0.32395388928952,7.05147941818656,3.38855037062004e-12,4.12475553214749e-10,17.0881265587,"SLC25A4","EBV"
"ENSG00000236432",0.113602824876012,-1.54582289477819,7.04077576699337,3.6454915319513e-12,4.41286749942705e-10,17.1102957770714,"MFF-DT","EBV"
"ENSG00000127564",0.127661139871494,0.636415041026912,7.02548181772839,4.04611853284911e-12,4.87076666918504e-10,16.8863922677418,"PKMYT1","EBV"
"ENSG00000171848",0.168192055496036,3.19875629513274,7.02335750761147,4.10534895538258e-12,4.91491474663907e-10,16.6975726729163,"RRM2","EBV"
"ENSG00000134285",0.0705896516138109,3.43587150289524,7.01965764613485,4.2097904817149e-12,5.0124111915894e-10,16.6820174764453,"FKBP11","EBV"
"ENSG00000232613",0.143102750683813,-1.05349039594282,7.00997760809367,4.49631460229564e-12,5.32446732985976e-10,16.8806659974791,"LINC02576","EBV"
"ENSG00000177602",0.156320629747168,-0.768887330999899,7.00511928554208,4.6472495754335e-12,5.47345518914165e-10,16.8222728142959,"HASPIN","EBV"
"ENSG00000177301",0.147277771913752,0.37249759569442,6.99850961746517,4.86060770522555e-12,5.69396673597631e-10,16.7318946217123,"KCNA2","EBV"
"ENSG00000117399",0.120751256068477,1.38877603553418,6.95486997213601,6.53132827040376e-12,7.6102198761405e-10,16.374860106454,"CDC20","EBV"
"ENSG00000179222",0.10792160829088,2.3628757913259,6.93676741443992,7.37943827385565e-12,8.55269045473621e-10,16.2068162681033,"MAGED1","EBV"
"ENSG00000285095",0.21335592721656,-2.41999500430799,6.92485563051649,7.9955377128464e-12,9.16919848553738e-10,16.3793336025526,"ENSG00000285095","EBV"
"ENSG00000148468",0.172179556191833,-0.858480443116545,6.924956226375,7.9901204171107e-12,9.16919848553738e-10,16.3164359814774,"FAM171A1","EBV"
"ENSG00000197385",0.19857697944776,-1.00972285119019,6.88165045576596,1.06843389475151e-11,1.21885372422726e-09,16.0377034952383,"ZNF860","EBV"
"ENSG00000105974",0.165332687552928,-1.24773386452518,6.8691840010003,1.1612186580253e-11,1.3178017364434e-09,15.9687533719165,"CAV1","EBV"
"ENSG00000171241",0.129543365856173,1.34999432451528,6.86591745602662,1.18682876168834e-11,1.33988662634338e-09,15.7975653640605,"SHCBP1","EBV"
"ENSG00000164045",0.166464105615627,0.0625313409789454,6.85303149126547,1.29344945064736e-11,1.45273041650285e-09,15.7794996068912,"CDC25A","EBV"
